,base_number,ligand_number,aryl_halide_number,additive_number,yield
1715,2,2,11,12,79.65524299
1716,2,2,12,12,84.58893866
1717,2,2,13,12,8.990373152
1718,2,2,14,12,48.47717448
1719,2,2,15,12,70.14574928
1720,1,2,1,12,16.06858475
1721,1,2,2,12,33.41994964
1722,1,2,3,12,36.38014621
1723,1,2,4,12,0.35921569
1724,1,2,5,12,38.49679424
1725,1,2,6,12,40.47969677
1726,1,2,7,12,5.094725505
1727,1,2,8,12,59.16896654
1728,1,2,9,12,65.19833527
1729,1,2,10,12,57.83107149
1730,1,2,11,12,62.53871196
1731,1,2,12,12,65.59087383
1732,1,2,13,12,21.23653704
1733,1,2,14,12,61.27839379
1734,1,2,15,12,63.81281277
1735,0,2,1,12,14.2414228
1736,0,2,2,12,33.56777138
1737,0,2,3,12,45.52244321
1738,0,2,4,12,0.49264217
1739,0,2,5,12,52.14134094
1740,0,2,6,12,49.57379186
1741,0,2,7,12,7.18319285
1742,0,2,8,12,75.03674068
1743,0,2,9,12,79.76639273
1744,0,2,10,12,79.07949659
1745,0,2,11,12,86.78620377
1746,0,2,12,12,89.32312927
1747,0,2,13,12,20.99661905
1748,0,2,14,12,86.07412603
1749,0,2,15,12,93.58777419
1750,2,2,1,14,6.945630993
1751,2,2,2,14,8.368171473
1752,2,2,3,14,10.75855339
1753,2,2,4,14,0.5287627
1754,2,2,5,14,9.492103343
1755,2,2,6,14,12.42396719
1756,2,2,7,14,3.257714985
1757,2,2,8,14,15.67304028
1758,2,2,9,14,16.97838607
1759,2,2,10,14,16.31613355
1760,2,2,11,14,19.93006899
1761,2,2,12,14,24.6686189
1762,2,2,13,14,7.371601311
1763,2,2,14,14,10.88559026
1764,2,2,15,14,13.1837798
1765,1,2,1,14,0.871820746
1766,1,2,2,14,10.20185762
1767,1,2,3,14,28.77460219
1768,1,2,4,14,0
1769,1,2,5,14,4.728362295
1770,1,2,6,14,35.24488191
1771,1,2,7,14,4.103392125
1772,1,2,8,14,10.36729294
1773,1,2,9,14,56.21933491
1774,1,2,10,14,13.57914578
1775,1,2,11,14,24.95867786
1776,1,2,12,14,49.7806525
1777,1,2,13,14,0
1778,1,2,14,14,26.20309393
1779,1,2,15,14,40.57039192
1780,0,2,1,14,7.387205125
1781,0,2,2,14,22.3492694
1782,0,2,3,14,47.05511825
1783,0,2,4,14,0.987020024
1784,0,2,5,14,17.55880282
1785,0,2,6,14,43.58283319
1786,0,2,7,14,12.47762059
1787,0,2,8,14,32.02304313
1788,0,2,9,14,72.70979963
1789,0,2,10,14,36.05565123
1790,0,2,11,14,46.16924796
1791,0,2,12,14,87.75322874
1792,0,2,13,14,24.93118771
1793,0,2,14,14,45.52509107
1794,0,2,15,14,70.18702806
1795,2,3,1,8,1.918248424
1796,2,3,2,8,2.933858815
1797,2,3,3,8,3.446957245
1798,2,3,4,8,0
1799,2,3,5,8,7.829216765
1800,2,3,6,8,11.24955158
1801,2,3,7,8,0.628858286
1802,2,3,8,8,12.30029297
1803,2,3,9,8,17.30024922
1804,2,3,10,8,17.08713871
1805,2,3,11,8,21.75875381
1806,2,3,12,8,27.05720868
1807,2,3,13,8,2.029011587
1808,2,3,14,8,3.679918653
1809,2,3,15,8,5.39705828
1810,1,3,1,8,3.399446884
1811,1,3,2,8,24.03126631
1812,1,3,3,8,37.04718214
1813,1,3,4,8,0
1814,1,3,5,8,20.36820588
1815,1,3,6,8,37.1376218
1816,1,3,7,8,0.375286042
1817,1,3,8,8,34.22216946
1818,1,3,9,8,60.33199916
1819,1,3,10,8,28.41978949
1820,1,3,11,8,37.45572206
1821,1,3,12,8,46.33728613
1822,1,3,13,8,3.063860217
1823,1,3,14,8,43.8122723
1824,1,3,15,8,54.92415457
1825,0,3,1,8,7.259820865
1826,0,3,2,8,29.47262424
1827,0,3,3,8,47.11942721
1828,0,3,4,8,0.382305168
1829,0,3,5,8,42.90896956
1830,0,3,6,8,50.10463357
1831,0,3,7,8,1.379250532
1832,0,3,8,8,66.71317285
1833,0,3,9,8,76.22505116
1834,0,3,10,8,70.04834525
1835,0,3,11,8,82.57086092
1836,0,3,12,8,90.31730943
1837,0,3,13,8,11.31144666
1838,0,3,14,8,79.68761126
1839,0,3,15,8,91.69839995
1840,2,3,1,10,1.069060713
1841,2,3,2,10,5.105134806
1842,2,3,3,10,3.280980517
1843,2,3,4,10,0
1844,2,3,5,10,3.302452152
1845,2,3,6,10,11.0075153
1846,2,3,7,10,0.836644888
1847,2,3,8,10,7.242678118
1848,2,3,9,10,7.957289224
1849,2,3,10,10,5.427048525
1850,2,3,11,10,4.952408524
1851,2,3,12,10,6.244420828
1852,2,3,13,10,0.750246803
1853,2,3,14,10,5.82300352
1854,2,3,15,10,6.214566797
1855,1,3,1,10,0
1856,1,3,2,10,3.160193721
1857,1,3,3,10,8.104754995
1858,1,3,4,10,0
1859,1,3,5,10,2.004686227
1860,1,3,6,10,6.894237827
1861,1,3,7,10,0
1862,1,3,8,10,4.677881799
1863,1,3,9,10,16.33859929
1864,1,3,10,10,3.547951578
1865,1,3,11,10,7.467378263
1866,1,3,12,10,15.10235685
1867,1,3,13,10,0
1868,1,3,14,10,6.275458681
1869,1,3,15,10,6.702513015
1870,0,3,1,10,0.299153601
1871,0,3,2,10,6.9479336
1872,0,3,3,10,39.56647024
1873,0,3,4,10,0
1874,0,3,5,10,4.988380083
1875,0,3,6,10,39.27719826
1876,0,3,7,10,0
1877,0,3,8,10,10.46965924
1878,0,3,9,10,70.2716235
1879,0,3,10,10,13.55922704
1880,0,3,11,10,36.35900481
1881,0,3,12,10,79.01720716
1882,0,3,13,10,0
1883,0,3,14,10,14.39054676
1884,0,3,15,10,47.30915738
1885,2,3,1,12,1.831351486
1886,2,3,2,12,9.025273637
1887,2,3,3,12,31.74709006
1888,2,3,4,12,0
1889,2,3,5,12,45.98289688
1890,2,3,6,12,46.93920076
1891,2,3,7,12,0.66547915
1892,2,3,8,12,61.80395318
1893,2,3,9,12,68.3339655
1894,2,3,10,12,70.41045785
1895,2,3,11,12,77.6347291
1896,2,3,12,12,79.76966371
1897,2,3,13,12,1.779970363
1898,2,3,14,12,31.49662818
1899,2,3,15,12,70.31871872
1900,1,3,1,12,9.550418032
1901,1,3,2,12,33.30841773
1902,1,3,3,12,34.84480888
1903,1,3,4,12,0.319224301
1904,1,3,5,12,31.39385907
1905,1,3,6,12,35.25588385
1906,1,3,7,12,1.279456438
1907,1,3,8,12,50.41927701
1908,1,3,9,12,57.65452227
1909,1,3,10,12,33.09635306
1910,1,3,11,12,40.91072057
1911,1,3,12,12,46.38749412
1912,1,3,13,12,13.31813914
1913,1,3,14,12,53.12382569
1914,1,3,15,12,57.26273694
1915,0,3,1,12,10.68115857
1916,0,3,2,12,33.95037625
1917,0,3,3,12,47.09445645
1918,0,3,4,12,0.492662711
1919,0,3,5,12,48.41843845
1920,0,3,6,12,50.21013597
1921,0,3,7,12,1.542228309
1922,0,3,8,12,74.39518038
1923,0,3,9,12,76.98654081
1924,0,3,10,12,75.55480498
1925,0,3,11,12,87.36384149
1926,0,3,12,12,86.76065944
1927,0,3,13,12,11.83956232
1928,0,3,14,12,83.80386815
1929,0,3,15,12,92.12702212
1930,2,3,1,14,3.449624718
1931,2,3,2,14,3.932288397
1932,2,3,3,14,5.419599738
1933,2,3,4,14,0
1934,2,3,5,14,4.7783658
1935,2,3,6,14,8.071196301
1936,2,3,7,14,0.526967727
1937,2,3,8,14,9.746425367
1938,2,3,9,14,14.43785417
1939,2,3,10,14,8.586375019
1940,2,3,11,14,11.06445724
1941,2,3,12,14,15.42196799
1942,2,3,13,14,2.238996806
1943,2,3,14,14,8.862814974
1944,2,3,15,14,10.8296376
1945,1,3,1,14,0.432282788
1946,1,3,2,14,4.469322068
1947,1,3,3,14,18.53801466
1948,1,3,4,14,0
1949,1,3,5,14,3.046255894
1950,1,3,6,14,24.02218457
1951,1,3,7,14,0
1952,1,3,8,14,5.605744575
1953,1,3,9,14,39.2434395
1954,1,3,10,14,3.747141461
1955,1,3,11,14,6.703331473
1956,1,3,12,14,17.35228888
1957,1,3,13,14,0
1958,1,3,14,14,12.57405954
1959,1,3,15,14,29.29764197
1960,0,3,1,14,6.92498784
1961,0,3,2,14,19.60222309
1962,0,3,3,14,43.94123378
1963,0,3,4,14,1.061200258
1964,0,3,5,14,17.8480573
1965,0,3,6,14,39.0058585
1966,0,3,7,14,2.373221649
1967,0,3,8,14,29.36083658
1968,0,3,9,14,68.1907703
1969,0,3,10,14,29.35743486
1970,0,3,11,14,35.64598437
1971,0,3,12,14,77.54677515
1972,0,3,13,14,7.732563505
1973,0,3,14,14,36.03481726
1974,0,3,15,14,63.99072189
1975,2,0,1,9,0
1976,2,0,2,9,0.296524645
1977,2,0,3,9,0
1978,2,0,4,9,0
1979,2,0,5,9,0
1980,2,0,6,9,0
1981,2,0,7,9,0
1982,2,0,8,9,0
1983,2,0,9,9,0
1984,2,0,10,9,0
1985,2,0,11,9,0
1986,2,0,12,9,0
1987,2,0,13,9,0
1988,2,0,14,9,0
1989,2,0,15,9,0
1990,1,0,1,9,17.36491347
1991,1,0,2,9,27.46647446
1992,1,0,3,9,34.89767991
1993,1,0,4,9,0.426836265
1994,1,0,5,9,9.912732719
1995,1,0,6,9,21.7977125
1996,1,0,7,9,2.86790041
1997,1,0,8,9,34.68012306
1998,1,0,9,9,42.17741181
1999,1,0,10,9,26.14998957
2000,1,0,11,9,49.4018977
2001,1,0,12,9,40.9724255
2002,1,0,13,9,11.67138777
2003,1,0,14,9,26.55730378
2004,1,0,15,9,38.4179882
2005,0,0,1,9,18.14790513
2006,0,0,2,9,31.22142105
2007,0,0,3,9,45.90521481
2008,0,0,4,9,0.344428756
2009,0,0,5,9,6.408110436
2010,0,0,6,9,15.48048004
2011,0,0,7,9,2.68757234
2012,0,0,8,9,23.14452899
2013,0,0,9,9,50.86354716
2014,0,0,10,9,28.88381703
2015,0,0,11,9,51.52656955
2016,0,0,12,9,59.0740653
2017,0,0,13,9,8.431077782
2018,0,0,14,9,22.07470925
2019,0,0,15,9,34.74690376
2020,2,0,1,11,11.13292009
2021,2,0,2,11,15.0324858
2022,2,0,3,11,14.02259716
2023,2,0,4,11,3.02090007
2024,2,0,5,11,9.070205476
2025,2,0,6,11,6.999679881
2026,2,0,7,11,14.86219247
2027,2,0,8,11,19.33424545
2028,2,0,9,11,12.44362591
2029,2,0,10,11,12.438351
2030,2,0,11,11,18.58444117
2031,2,0,12,11,17.39978172
2032,2,0,13,11,17.22825534
2033,2,0,14,11,8.798104801
2034,2,0,15,11,11.59336493
2035,1,0,1,11,2.550915003
2036,1,0,2,11,9.795326165
2037,1,0,3,11,19.55154349
2038,1,0,4,11,0
2039,1,0,5,11,0.602239969
2040,1,0,6,11,2.613234135
2041,1,0,7,11,0
2042,1,0,8,11,3.339136515
2043,1,0,9,11,3.546985039
2044,1,0,10,11,10.00194934
2045,1,0,11,11,18.5257144
2046,1,0,12,11,21.49059564
2047,1,0,13,11,1.445871909
2048,1,0,14,11,0.929191796
2049,1,0,15,11,3.66151941
2050,0,0,1,11,10.78337463
2051,0,0,2,11,27.09846988
2052,0,0,3,11,23.3532112
2053,0,0,4,11,0
2054,0,0,5,11,5.298016227
2055,0,0,6,11,10.26938874
2056,0,0,7,11,1.52899949
2057,0,0,8,11,19.26994536
2058,0,0,9,11,30.9794262
2059,0,0,10,11,18.83260332
2060,0,0,11,11,28.69582004
2061,0,0,12,11,28.02951353
2062,0,0,13,11,4.247160433
2063,0,0,14,11,18.76658525
2064,0,0,15,11,26.7561311
2065,2,0,1,13,0.522267307
2066,2,0,2,13,0
2067,2,0,3,13,0
2068,2,0,4,13,0
2069,2,0,5,13,0
2070,2,0,6,13,0
2071,2,0,7,13,0
2072,2,0,8,13,0
2073,2,0,9,13,0
2074,2,0,10,13,0
2075,2,0,11,13,0
2076,2,0,12,13,0
2077,2,0,13,13,0
2078,2,0,14,13,0
2079,2,0,15,13,0
2080,1,0,1,13,0.757519124
2081,1,0,2,13,0.546791384
2082,1,0,3,13,0.70766924
2083,1,0,4,13,0
2084,1,0,5,13,0
2085,1,0,6,13,1.933202382
2086,1,0,7,13,0
2087,1,0,8,13,1.204026973
2088,1,0,9,13,0.602410789
2089,1,0,10,13,0
2090,1,0,11,13,1.437346554
2091,1,0,12,13,1.530768374
2092,1,0,13,13,0
2093,1,0,14,13,0
2094,1,0,15,13,0.027450906
2095,0,0,1,13,16.82018282
2096,0,0,2,13,21.42393699
2097,0,0,3,13,19.15166059
2098,0,0,4,13,0.423167396
2099,0,0,5,13,4.73013199
2100,0,0,6,13,9.35930625
2101,0,0,7,13,3.525705852
2102,0,0,8,13,17.85871647
2103,0,0,9,13,21.48672588
2104,0,0,10,13,7.156167613
2105,0,0,11,13,11.85200713
2106,0,0,12,13,13.49999802
2107,0,0,13,13,4.333466821
2108,0,0,14,13,12.51722888
2109,0,0,15,13,18.54827099
2110,2,0,1,15,16.76617673
2111,2,0,2,15,27.47304315
2112,2,0,3,15,35.89724622
2113,2,0,4,15,0.850358426
2114,2,0,5,15,9.607508599
2115,2,0,6,15,11.82938133
2116,2,0,7,15,8.822068949
2117,2,0,8,15,25.87549138
2118,2,0,9,15,34.29689514
2119,2,0,10,15,17.200701
2120,2,0,11,15,24.04057337
2121,2,0,12,15,23.94536549
2122,2,0,13,15,15.22072074
2123,2,0,14,15,20.45508721
2124,2,0,15,15,28.5480245
2125,1,0,1,15,13.87079949
2126,1,0,2,15,22.22290277
2127,1,0,3,15,26.64038865
2128,1,0,4,15,0
2129,1,0,5,15,1.629425083
2130,1,0,6,15,2.128691227
2131,1,0,7,15,2.570236026
2132,1,0,8,15,8.384736601
2133,1,0,9,15,11.20904607
2134,1,0,10,15,6.819997972
2135,1,0,11,15,13.1450619
2136,1,0,12,15,12.68763797
2137,1,0,13,15,3.235819119
2138,1,0,14,15,5.972926182
2139,1,0,15,15,8.041639597
2140,0,0,1,15,18.97711675
2141,0,0,2,15,28.60232004
2142,0,0,3,15,40.27113975
2143,0,0,4,15,0
2144,0,0,5,15,1.79441071
2145,0,0,6,15,2.066222749
2146,0,0,7,15,5.163801227
2147,0,0,8,15,11.8907701
2148,0,0,9,15,29.83775681
2149,0,0,10,15,16.58042552
2150,0,0,11,15,26.94242513
2151,0,0,12,15,27.31009438
2152,0,0,13,15,5.543745956
2153,0,0,14,15,10.25341715
2154,0,0,15,15,14.86685885
2155,2,1,1,9,0
2156,2,1,2,9,0
2157,2,1,3,9,0
2158,2,1,4,9,0
2159,2,1,5,9,0.801086523
2160,2,1,6,9,2.97427716
2161,2,1,7,9,0
2162,2,1,8,9,1.599458738
2163,2,1,9,9,2.601590615
2164,2,1,10,9,3.510094374
2165,2,1,11,9,8.008432112
2166,2,1,12,9,9.011992674
2167,2,1,13,9,0
2168,2,1,14,9,0
2169,2,1,15,9,1.171055965
2170,1,1,1,9,24.21309665
2171,1,1,2,9,35.9238924
2172,1,1,3,9,35.32665147
2173,1,1,4,9,0.553507484
2174,1,1,5,9,36.52871122
2175,1,1,6,9,40.65115531
2176,1,1,7,9,2.408749938
2177,1,1,8,9,56.8433722
2178,1,1,9,9,58.99233401
2179,1,1,10,9,60.26102193
2180,1,1,11,9,60.25206697
2181,1,1,12,9,63.42879895
2182,1,1,13,9,25.82773903
2183,1,1,14,9,60.28357539
2184,1,1,15,9,61.92858478
2185,0,1,1,9,28.1327933
2186,0,1,2,9,40.09723237
2187,0,1,3,9,48.69500261
2188,0,1,4,9,0.723968187
2189,0,1,5,9,51.38895599
2190,0,1,6,9,56.62080434
2191,0,1,7,9,2.853941347
2192,0,1,8,9,73.31932313
2193,0,1,9,9,74.44046437
2194,0,1,10,9,81.53694628
2195,0,1,11,9,85.40177854
2196,0,1,12,9,88.51390693
2197,0,1,13,9,31.87466664
2198,0,1,14,9,85.8122803
2199,0,1,15,9,83.31333267
2200,2,1,1,11,13.02655322
2201,2,1,2,11,16.09836574
2202,2,1,3,11,15.87410565
2203,2,1,4,11,1.879419954
2204,2,1,5,11,14.85699263
2205,2,1,6,11,19.37897224
2206,2,1,7,11,4.57865157
2207,2,1,8,11,22.0084522
2208,2,1,9,11,22.22340072
2209,2,1,10,11,21.68221926
2210,2,1,11,11,35.06478929
2211,2,1,12,11,30.72459608
2212,2,1,13,11,10.88472418
2213,2,1,14,11,21.37540077
2214,2,1,15,11,23.67114189
2215,1,1,1,11,0.747411772
2216,1,1,2,11,9.794715203
2217,1,1,3,11,23.9717282
2218,1,1,4,11,0
2219,1,1,5,11,6.683677134
2220,1,1,6,11,25.46788478
2221,1,1,7,11,0
2222,1,1,8,11,14.43583555
2223,1,1,9,11,41.96736477
2224,1,1,10,11,12.36409536
2225,1,1,11,11,33.74087377
2226,1,1,12,11,44.53583158
2227,1,1,13,11,0
2228,1,1,14,11,30.43973822
2229,1,1,15,11,39.10680932
2230,0,1,1,11,22.894141
2231,0,1,2,11,27.11496768
2232,0,1,3,11,41.66866973
2233,0,1,4,11,2.863405084
2234,0,1,5,11,21.62255716
2235,0,1,6,11,35.07362546
2236,0,1,7,11,13.56968075
2237,0,1,8,11,44.1778543
2238,0,1,9,11,61.5016932
2239,0,1,10,11,48.36115435
2240,0,1,11,11,61.11611165
2241,0,1,12,11,70.86807008
2242,0,1,13,11,39.35843617
2243,0,1,14,11,54.8424453
2244,0,1,15,11,60.06619639
2245,2,1,1,13,1.009269411
2246,2,1,2,13,5.034974824
2247,2,1,3,13,4.765281768
2248,2,1,4,13,0.359225753
2249,2,1,5,13,4.621114909
2250,2,1,6,13,3.876829723
2251,2,1,7,13,0.400015161
2252,2,1,8,13,5.425616594
2253,2,1,9,13,8.36792795
2254,2,1,10,13,3.451949517
2255,2,1,11,13,4.84059533
2256,2,1,12,13,10.03634536
2257,2,1,13,13,1.309393322
2258,2,1,14,13,2.689766175
2259,2,1,15,13,4.416019864
2260,1,1,1,13,0
2261,1,1,2,13,1.785587557
2262,1,1,3,13,3.141934656
2263,1,1,4,13,0
2264,1,1,5,13,0.74784749
2265,1,1,6,13,2.732925094
2266,1,1,7,13,0.518126221
2267,1,1,8,13,2.39251025
2268,1,1,9,13,6.363967977
2269,1,1,10,13,1.986478634
2270,1,1,11,13,6.315944702
2271,1,1,12,13,8.140819585
2272,1,1,13,13,0
2273,1,1,14,13,2.39840777
2274,1,1,15,13,3.973986769
2275,0,1,1,13,21.36830036
2276,0,1,2,13,21.54675104
2277,0,1,3,13,23.06691402
2278,0,1,4,13,2.720923971
2279,0,1,5,13,15.47495789
2280,0,1,6,13,19.40320705
2281,0,1,7,13,14.32160153
2282,0,1,8,13,28.13311375
2283,0,1,9,13,30.76250124
2284,0,1,10,13,40.21576406
2285,0,1,11,13,46.05681806
2286,0,1,12,13,51.15306518
2287,0,1,13,13,30.05876834
2288,0,1,14,13,30.11566658
2289,0,1,15,13,33.8132368
2290,2,1,1,15,20.05913492
2291,2,1,2,15,34.2208852
2292,2,1,3,15,40.30244069
2293,2,1,4,15,1.194006928
2294,2,1,5,15,27.35092133
2295,2,1,6,15,26.91242644
2296,2,1,7,15,5.628261366
2297,2,1,8,15,51.85571731
2298,2,1,9,15,49.62220517
2299,2,1,10,15,53.94447324
2300,2,1,11,15,65.48767084
2301,2,1,12,15,66.1445595
2302,2,1,13,15,38.1181996
2303,2,1,14,15,64.2716813
2304,2,1,15,15,65.73471929
2305,1,1,1,15,18.75584418
2306,1,1,2,15,28.59018557
2307,1,1,3,15,31.83731475
2308,1,1,4,15,0.707045517
2309,1,1,5,15,13.25145725
2310,1,1,6,15,15.92909866
2311,1,1,7,15,4.064443696
2312,1,1,8,15,32.63137063
2313,1,1,9,15,32.03830806
2314,1,1,10,15,38.03832948
2315,1,1,11,15,50.50908656
2316,1,1,12,15,46.64490818
2317,1,1,13,15,27.15209242
2318,1,1,14,15,46.97084661
2319,1,1,15,15,47.28268345
2320,0,1,1,15,29.17558441
2321,0,1,2,15,36.5598853
2322,0,1,3,15,49.46796695
2323,0,1,4,15,1.858400826
2324,0,1,5,15,31.25713511
2325,0,1,6,15,34.0355551
2326,0,1,7,15,11.31698923
2327,0,1,8,15,62.64758393
2328,0,1,9,15,60.28741502
2329,0,1,10,15,77.39811795
2330,0,1,11,15,83.68183531
2331,0,1,12,15,84.53852223
2332,0,1,13,15,49.15752148
2333,0,1,14,15,76.23035085
2334,0,1,15,15,75.20935081
2335,2,2,1,9,0
2336,2,2,2,9,0
2337,2,2,3,9,10.5253011
2338,2,2,4,9,0
2339,2,2,5,9,0
2340,2,2,6,9,2.458138496
2341,2,2,7,9,9.08121194
2342,2,2,8,9,9.636653904
2343,2,2,9,9,10.37235966
2344,2,2,10,9,1.660025621
2345,2,2,11,9,2.145304957
2346,2,2,12,9,27.04583578
2347,2,2,13,9,0
2348,2,2,14,9,0
2349,2,2,15,9,0
2350,1,2,1,9,15.09367159
2351,1,2,2,9,34.51239146
2352,1,2,3,9,35.6149447
2353,1,2,4,9,0.438548426
2354,1,2,5,9,31.2588772
2355,1,2,6,9,34.24307349
2356,1,2,7,9,6.866213056
2357,1,2,8,9,62.44858365
2358,1,2,9,9,65.94190973
2359,1,2,10,9,58.32558385
2360,1,2,11,9,60.47798465
2361,1,2,12,9,63.18914382
2362,1,2,13,9,18.36789148
2363,1,2,14,9,59.7949718
2364,1,2,15,9,64.64035682
2365,0,2,1,9,17.38451108
2366,0,2,2,9,38.46400948
2367,0,2,3,9,51.11682644
2368,0,2,4,9,0.578158424
2369,0,2,5,9,45.97256872
2370,0,2,6,9,47.70226953
2371,0,2,7,9,7.228003443
2372,0,2,8,9,79.8902752
2373,0,2,9,9,80.5818059
2374,0,2,10,9,84.9300227
2375,0,2,11,9,89.419451
2376,0,2,12,9,89.55924552
2377,0,2,13,9,13.66378067
2378,0,2,14,9,86.89971677
2379,0,2,15,9,87.237545
2380,2,2,1,11,11.30133212
2381,2,2,2,11,10.82736056
2382,2,2,3,11,12.11048821
2383,2,2,4,11,1.03540736
2384,2,2,5,11,15.16491224
2385,2,2,6,11,19.46778248
2386,2,2,7,11,8.038113026
2387,2,2,8,11,23.73944169
2388,2,2,9,11,30.46158728
2389,2,2,10,11,24.62070452
2390,2,2,11,11,28.5763008
2391,2,2,12,11,36.14968182
2392,2,2,13,11,13.71916528
2393,2,2,14,11,13.98206369
2394,2,2,15,11,18.13660134
2395,1,2,1,11,0.927604534
2396,1,2,2,11,7.316239252
2397,1,2,3,11,21.43045359
2398,1,2,4,11,0
2399,1,2,5,11,3.292807267
2400,1,2,6,11,23.04423411
2401,1,2,7,11,0
2402,1,2,8,11,7.479579469
2403,1,2,9,11,39.99701682
2404,1,2,10,11,9.836570629
2405,1,2,11,11,16.26033077
2406,1,2,12,11,36.05690183
2407,1,2,13,11,0
2408,1,2,14,11,15.39357697
2409,1,2,15,11,27.6789971
2410,0,2,1,11,20.24596352
2411,0,2,2,11,29.08430143
2412,0,2,3,11,38.79638342
2413,0,2,4,11,0.851812248
2414,0,2,5,11,26.7810647
2415,0,2,6,11,29.42310745
2416,0,2,7,11,7.689322987
2417,0,2,8,11,45.3883139
2418,0,2,9,11,59.85587044
2419,0,2,10,11,49.94868445
2420,0,2,11,11,50.70720641
2421,0,2,12,11,77.95754061
2422,0,2,13,11,15.1222891
2423,0,2,14,11,45.50180654
2424,0,2,15,11,48.17982197
2425,2,2,1,13,1.232632372
2426,2,2,2,13,5.992320527
2427,2,2,3,13,4.022257677
2428,2,2,4,13,0
2429,2,2,5,13,3.26158183
2430,2,2,6,13,6.286120839
2431,2,2,7,13,9.606838288
2432,2,2,8,13,13.59760256
2433,2,2,9,13,10.04227922
2434,2,2,10,13,4.444109893
2435,2,2,11,13,2.413308832
2436,2,2,12,13,12.05269157
2437,2,2,13,13,0
2438,2,2,14,13,6.360003901
2439,2,2,15,13,6.499222361
2440,1,2,1,13,0.701552228
2441,1,2,2,13,2.069098233
2442,1,2,3,13,3.566410027
2443,1,2,4,13,0
2444,1,2,5,13,0.64714493
2445,1,2,6,13,2.042704931
2446,1,2,7,13,0.855112472
2447,1,2,8,13,2.370474153
2448,1,2,9,13,6.026719466
2449,1,2,10,13,0
2450,1,2,11,13,1.592422994
2451,1,2,12,13,2.633148758
2452,1,2,13,13,0
2453,1,2,14,13,1.73070141
2454,1,2,15,13,2.661542727
2455,0,2,1,13,20.0833829
2456,0,2,2,13,22.43503561
2457,0,2,3,13,22.47082227
2458,0,2,4,13,0.788355769
2459,0,2,5,13,15.37805239
2460,0,2,6,13,15.73387398
2461,0,2,7,13,13.65409275
2462,0,2,8,13,30.87951231
2463,0,2,9,13,33.69627508
2464,0,2,10,13,40.01187418
2465,0,2,11,13,40.89777506
2466,0,2,12,13,44.9389876
2467,0,2,13,13,28.90716664
2468,0,2,14,13,32.16902238
2469,0,2,15,13,33.39106531
2470,2,2,1,15,16.27214516
2471,2,2,2,15,30.61272696
2472,2,2,3,15,42.70251629
2473,2,2,4,15,0.593797719
2474,2,2,5,15,23.1010236
2475,2,2,6,15,29.85245303
2476,2,2,7,15,9.228754169
2477,2,2,8,15,54.9141799
2478,2,2,9,15,59.29246641
2479,2,2,10,15,56.49708288
2480,2,2,11,15,63.56506276
2481,2,2,12,15,68.44214129
2482,2,2,13,15,36.10795647
2483,2,2,14,15,70.74157393
2484,2,2,15,15,73.24639173
2485,1,2,1,15,16.10027076
2486,1,2,2,15,29.89972719
2487,1,2,3,15,33.0062022
2488,1,2,4,15,0
2489,1,2,5,15,11.92095297
2490,1,2,6,15,18.20662132
2491,1,2,7,15,9.58087319
2492,1,2,8,15,38.52322666
2493,1,2,9,15,44.01604328
2494,1,2,10,15,36.66758858
2495,1,2,11,15,43.48269562
2496,1,2,12,15,47.63381676
2497,1,2,13,15,24.80297238
2498,1,2,14,15,53.55291415
2499,1,2,15,15,58.6831586
2500,0,2,1,15,22.90680768
2501,0,2,2,15,36.5499256
2502,0,2,3,15,49.30223849
2503,0,2,4,15,0.710304987
2504,0,2,5,15,29.57593303
2505,0,2,6,15,35.50826326
2506,0,2,7,15,13.45243807
2507,0,2,8,15,65.066599
2508,0,2,9,15,69.13479769
2509,0,2,10,15,80.10225068
2510,0,2,11,15,85.13318487
2511,0,2,12,15,89.5987779
2512,0,2,13,15,40.91094026
2513,0,2,14,15,80.00019125
2514,0,2,15,15,83.40919805
2515,2,3,1,9,0
2516,2,3,2,9,0
2517,2,3,3,9,12.15190247
2518,2,3,4,9,0
2519,2,3,5,9,0
2520,2,3,6,9,7.843927615
2521,2,3,7,9,0
2522,2,3,8,9,1.023181291
2523,2,3,9,9,14.17510686
2524,2,3,10,9,0
2525,2,3,11,9,0
2526,2,3,12,9,17.5357483
2527,2,3,13,9,0
2528,2,3,14,9,0
2529,2,3,15,9,16.7720232
2530,1,3,1,9,12.19056007
2531,1,3,2,9,34.43934364
2532,1,3,3,9,36.629676
2533,1,3,4,9,0.406585723
2534,1,3,5,9,33.21564888
2535,1,3,6,9,37.49278178
2536,1,3,7,9,1.161532817
2537,1,3,8,9,50.13324447
2538,1,3,9,9,58.15311301
2539,1,3,10,9,43.94688122
2540,1,3,11,9,46.59177534
2541,1,3,12,9,51.25885662
2542,1,3,13,9,14.93339955
2543,1,3,14,9,55.59012858
2544,1,3,15,9,55.78951841
2545,0,3,1,9,14.51047679
2546,0,3,2,9,38.37909694
2547,0,3,3,9,52.49415636
2548,0,3,4,9,0.786255311
2549,0,3,5,9,47.61178197
2550,0,3,6,9,50.83768511
2551,0,3,7,9,1.226267555
2552,0,3,8,9,75.29152855
2553,0,3,9,9,79.19714754
2554,0,3,10,9,83.03295526
2555,0,3,11,9,93.56409267
2556,0,3,12,9,96.13228316
2557,0,3,13,9,11.53765302
2558,0,3,14,9,89.97416157
