base_number,base_smiles,ligand_number,ligand_smiles,aryl_halide_number,aryl_halide_smiles,additive_number,additive,additive_smiles,product_smiles,yield
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,5,COc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,13.34881918
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,6,COc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,28.28230111
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,7,CCc1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,1.999177844
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,8,CCc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,27.16016891
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,9,CCc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,50.52138402
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,10,Clc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,20.00288675
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,11,Brc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,25.99050807
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,12,Ic1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,40.32898976
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,13,Clc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,13.34689497
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,14,Brc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,40.63647217
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,15,Ic1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,74.04736649
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,1,FC(F)(F)c1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,5.195732957
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,2,FC(F)(F)c1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,19.31180946
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,3,FC(F)(F)c1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,30.77223842
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,4,COc1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,5,COc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,11.75749506
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,6,COc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,23.34747951
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,7,CCc1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,1.039903259
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,8,CCc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,28.39783953
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,9,CCc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,39.89470015
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,10,Clc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,13.79100096
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,11,Brc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,19.53099508
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,12,Ic1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,26.8708629
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,13,Clc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,9.3964628
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,14,Brc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,40.58293806
1,CN(C)/C(N(C)C)=N\C(C)(C)C,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,15,Ic1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,52.66349061
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,1,FC(F)(F)c1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,15.85078385
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,2,FC(F)(F)c1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,32.88980878
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,3,FC(F)(F)c1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,47.13760632
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,4,COc1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,0.707254592
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,5,COc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,32.71728338
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,6,COc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,COc1ccc(Nc2ccc(C)cc2)cc1,41.68551837
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,7,CCc1ccc(Cl)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,1.753987647
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,8,CCc1ccc(Br)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,54.56471519
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,9,CCc1ccc(I)cc1,15,benzo[d]isoxazole,o1ncc2ccccc12,CCc1ccc(Nc2ccc(C)cc2)cc1,68.58213231
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,10,Clc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,60.52865164
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,11,Brc1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,67.75052852
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,12,Ic1ccccn1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2ccccn2)cc1,80.80959568
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,13,Clc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,6.777260235
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,14,Brc1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,48.77228165
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,15,Ic1cccnc1,15,benzo[d]isoxazole,o1ncc2ccccc12,Cc1ccc(Nc2cccnc2)cc1,74.51133845
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,24.10905766
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,32.87780619
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,43.39942952
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,1.221284135
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,25.1779767
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,32.37253744
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,7.676008537
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,60.41732712
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,64.50667156
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,36.55522639
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,46.64960106
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,47.85301388
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,21.44960942
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,27.71714775
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,52.2237426
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,15.42545497
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,30.08596307
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,35.8368136
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,11.6535106
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,COc1ccc(Nc2ccc(C)cc2)cc1,17.02843498
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.188847918
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,32.40012299
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,27.27757284
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,24.95662893
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,45.54864618
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2ccccn2)cc1,42.79858664
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,8.905135224
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,18.1199602
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,23,ethyl-3-methoxyisoxazole-5-carboxylate,CCOC(=O)c1onc(OC)c1,Cc1ccc(Nc2cccnc2)cc1,27.22195897
